case_id,model,status,service_mode,fallback_used,requested_domain_type,effective_domain_type,domain_adaptation,material,medium_id,temperature_c,pressure_mpa,time_ms,frequency_hz,source_x,source_y,source_z,probe_x,probe_y,probe_z,direction_x,direction_y,direction_z,azimuth_deg,elevation_deg,magnitude,travel_time_ms_pred,max_displacement,max_temperature_perturbation,wave_type,model_version,error_code,error_message,http_status,medium_id_material,name,category,rho_kg_m3,Vp_m_s,Vs_m_s,E_Pa,K_Pa,mu_Pa,k_W_mK,Cp_J_kgK,alpha_1_K,porosity_percent,E_GPa,K_GPa,mu_GPa,alpha_1e6_K,input_azimuth_deg
case_014_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.00184,1.35714286,dominant_p,mgn-service-fallback-v1,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,17.818871381494606
case_014_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712785,-0.701382,0.0,-135.462,0.0,1.0,1.388601,12888344.0,31016720793600.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,-135.4619890115753
case_014_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,120.0,60.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.938322,0.345762,0.0,20.228,0.0,1.0,0.125822,0.00138498,280.043121,tokenset,oformer-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,20.228322907489066
case_015_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.979001,0.203857,0.0,11.763,0.0,0.025206,0.099583,1.2157e-05,0.100514,physics_informed,pinn-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,11.762593314877355
case_015_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.00164,0.92857143,dominant_p,mgn-service-fallback-v1,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,17.818871381494606
case_015_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712785,-0.701383,0.0,-135.4619,0.0,1.0,1.388601,12888254.0,31016546729984.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,-135.4619481719977
case_015_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.956112,0.293002,0.0,17.038,0.0,1.0,0.125822,0.00138498,280.043182,tokenset,oformer-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,17.037764261357033
case_016_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.963879,0.266342,0.0,15.447,0.0,0.025969,0.099861,1.5757e-05,0.125641,physics_informed,pinn-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,15.446703678162097
case_016_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.0015,0.92857143,dominant_p,mgn-service-fallback-v1,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,17.818871381494606
case_016_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712784,-0.701383,0.0,-135.4619,0.0,1.0,1.388601,12888254.0,31016542535680.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,-135.46190798570618
case_016_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,25.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.938033,0.346545,0.0,20.276,0.0,1.0,0.125822,0.00138498,280.043182,tokenset,oformer-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,20.27614379322299
case_017_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.963879,0.266342,0.0,15.447,0.0,0.026032,0.104241,1.6051e-05,0.544421,physics_informed,pinn-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,15.446703678162097
case_017_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.188601,0.00208667,2.35714286,dominant_p,mgn-service-fallback-v1,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,17.818871381494606
case_017_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712784,-0.701384,0.0,-135.4619,0.0,1.0,1.388601,12888503.0,31017112961024.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,-135.46186714618494
case_017_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,260.0,5.0,8.0,75.0,0.18,0.42,0.0,0.74,0.6,0.0,0.939072,0.343722,0.0,20.104,0.0,1.0,0.125822,0.00138498,294.617828,tokenset,oformer-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,20.103790561027246
case_018_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999335,0.03645,0.0,2.089,0.0,0.026965,0.058916,2.1298e-05,0.060918,physics_informed,pinn-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,2.088894887276854
case_018_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,2.987034,0.00128667,0.64285714,dominant_p,mgn-service-fallback-v1,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,13.240503511449306
case_018_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,-0.712784,-0.701383,0.0,-135.4619,0.0,1.0,1.387034,12888214.0,31016433483776.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,-135.46190798570618
case_018_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,20.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.991911,0.126937,0.0,7.293,0.0,1.0,0.074713,0.001384981,280.043121,tokenset,oformer-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,7.292627288197023
case_019_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.985525,0.169533,0.0,9.761,0.0,0.025597,0.082972,1.3982e-05,0.121831,physics_informed,pinn-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,9.760663059171703
case_019_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.999792,0.020404,0.0,1.1691,0.0,1.0,2.023701,0.00164,0.92857143,dominant_p,mgn-service-fallback-v1,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,1.1691440041393448
case_019_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,-0.712784,-0.701384,0.0,-135.4619,0.0,1.0,1.223701,12888254.0,31016546729984.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,-135.46186714618494
case_019_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,60.0,60.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.982049,0.188624,0.0,10.872,0.0,1.0,0.104835,0.00138498,280.043182,tokenset,oformer-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,10.87249741465182
case_020_granite,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,320.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.979,0.203858,0.0,11.763,0.0,0.025163,0.105578,1.1709e-05,0.536045,physics_informed,pinn-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,11.762661087658055
case_020_granite,mgn,ok,fallback,True,rect_2d,rect_2d,none,granite,granite,320.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,1.588601,0.00228667,2.78571429,dominant_p,mgn-service-fallback-v1,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,17.818871381494606
case_020_granite,fno,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,320.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712786,-0.701382,0.0,-135.462,0.0,1.0,1.188601,12888556.0,31017280733184.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,-135.4620291978086
case_020_granite,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,granite,granite,320.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.957384,0.288818,0.0,16.787,0.0,1.0,0.125822,0.00138498,301.400299,tokenset,oformer-baseline@best_model.pth,,,200,granite,Granite,igneous,2650.0,5950.0,3400.0,77049151515.15152,52971291666.66667,30634000000.0,2.7,790.0,7.5e-06,1.5,77.04915151515152,52.97129166666667,30.634,7.5,16.78720497844909
case_021_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.975927,0.218095,0.0,12.597,0.0,0.044683,0.103703,1.6806e-05,0.112107,physics_informed,pinn-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,12.597174574510078
case_021_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,120.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,1.614168,0.0017,1.35714286,dominant_p,mgn-service-fallback-v1,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,17.818871381494606
case_021_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712785,-0.701382,0.0,-135.462,0.0,1.0,1.214168,12888325.0,31016714502144.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,-135.4619890115753
case_021_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.959587,0.281413,0.0,16.345,0.0,1.0,0.132184,0.002010752,698.132812,tokenset,oformer-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,16.34455098116963
case_022_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.958761,0.284213,0.0,16.512,0.0,0.044818,0.102444,2.0634e-05,0.070068,physics_informed,pinn-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,16.511814242852484
case_022_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.414168,0.0015,0.92857143,dominant_p,mgn-service-fallback-v1,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,17.818871381494606
case_022_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712785,-0.701383,0.0,-135.4619,0.0,1.0,1.814168,12888254.0,31016542535680.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,-135.4619481719977
case_022_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,25.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.942239,0.334942,0.0,19.569,0.0,1.0,0.132184,0.002010418,698.134644,tokenset,oformer-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,19.56900618176681
case_023_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999223,0.039416,0.0,2.259,0.0,0.046183,0.060929,3.2749e-05,0.106352,physics_informed,pinn-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,2.2589553757912038
case_023_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,3.002215,0.00142,0.92857143,dominant_p,mgn-service-fallback-v1,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,13.240503511449306
case_023_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,-0.712784,-0.701383,0.0,-135.4619,0.0,1.0,1.402215,12888254.0,31016542535680.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,-135.46190798570618
case_023_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.993136,0.116961,0.0,6.717,0.0,1.0,0.078491,0.002010418,698.134644,tokenset,oformer-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,6.716748893209556
case_024_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,20.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.958761,0.284213,0.0,16.512,0.0,0.044834,0.101338,2.0771e-05,0.023359,physics_informed,pinn-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,16.511814242852484
case_024_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,20.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.414168,0.00150667,0.64285714,dominant_p,mgn-service-fallback-v1,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,17.818871381494606
case_024_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,20.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712784,-0.701384,0.0,-135.4619,0.0,1.0,1.814168,12888202.0,31016433483776.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,-135.46186714618494
case_024_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,20.0,60.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.942152,0.335187,0.0,19.584,0.0,1.0,0.132184,0.002010416,698.135254,tokenset,oformer-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,19.583902417339914
case_025_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,60.0,16.0,75.0,0.31,0.47,0.0,0.8,0.48,0.0,0.983371,0.181607,0.0,10.463,0.0,0.045095,0.086165,2.3073e-05,0.137986,physics_informed,pinn-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,10.46337899550741
case_025_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,120.0,60.0,16.0,75.0,0.31,0.47,0.0,0.8,0.48,0.0,0.999792,0.020404,0.0,1.1691,0.0,1.0,3.245004,0.00184,1.35714286,dominant_p,mgn-service-fallback-v1,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,1.1691440041393448
case_025_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,60.0,16.0,75.0,0.31,0.47,0.0,0.8,0.48,0.0,-0.712785,-0.701383,0.0,-135.462,0.0,1.0,1.645004,12888344.0,31016720793600.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,-135.4619481719977
case_025_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,60.0,16.0,75.0,0.31,0.47,0.0,0.8,0.48,0.0,0.984024,0.178034,0.0,10.255,0.0,1.0,0.110135,0.002010752,698.132812,tokenset,oformer-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,10.255270192079296
case_026_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,20.0,25.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999223,0.039417,0.0,2.259,0.0,0.046129,0.060343,3.1191e-05,0.035453,physics_informed,pinn-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,2.2590126270367703
case_026_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,20.0,25.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,2.402215,0.00136667,0.64285714,dominant_p,mgn-service-fallback-v1,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,13.240503511449306
case_026_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,20.0,25.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,-0.712783,-0.701384,0.0,-135.4618,0.0,1.0,1.202215,12888211.0,31016431386624.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,-135.46182695983524
case_026_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,20.0,25.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.99309,0.117356,0.0,6.74,0.0,1.0,0.078491,0.002010416,698.135254,tokenset,oformer-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,6.739533654382137
case_027_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,320.0,25.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999223,0.039417,0.0,2.259,0.0,0.046318,0.064211,3.287e-05,0.567197,physics_informed,pinn-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,2.2590126270367703
case_027_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,320.0,25.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,2.402215,0.00236667,2.78571429,dominant_p,mgn-service-fallback-v1,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,13.240503511449306
case_027_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,320.0,25.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,-0.712785,-0.701383,0.0,-135.4619,0.0,1.0,1.202215,12888556.0,31017284927488.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,-135.4619481719977
